,Model,Comparison,Property,KS stats,KS p-value,Ratio,Mut_sd
0,Mixed,WGD,Transcription rate,0.1315816326530612,0.0009304824950754,1/2,0.1
1,Mixed,WGD,Translation rate,0.3117857142857143,2.220446049250313e-16,1/2,0.1
2,Mixed,WGD,Protein abundance,0.1193469387755102,0.00361208878128,1/2,0.1
3,Mixed,WGD,Divergence ratio,0.1274795918367346,0.001488153059823,1/2,0.1
4,No Cost,WGD,Transcription rate,0.1058163265306122,0.0138684352934346,1/2,0.1
5,No Cost,WGD,Translation rate,0.1377959183673469,0.0004439686562391,1/2,0.1
6,No Cost,WGD,Protein abundance,0.1273469387755102,0.0015105407708959,1/2,0.1
7,No Cost,WGD,Divergence ratio,0.1194795918367346,0.0035619149514726,1/2,0.1
8,ADS,WGD,Transcription rate,0.0975714285714285,0.0290778979038851,1/2,0.1
9,ADS,WGD,Translation rate,0.3613979591836734,2.220446049250313e-16,1/2,0.1
10,ADS,WGD,Protein abundance,0.1313469387755102,0.0009562051995714,1/2,0.1
11,ADS,WGD,Divergence ratio,0.4235306122448979,2.220446049250313e-16,1/2,0.1
12,Minimal,WGD,Transcription rate,0.1156530612244897,0.005299804314893,1/2,0.1
13,Minimal,WGD,Translation rate,0.3619795918367346,2.220446049250313e-16,1/2,0.1
14,Minimal,WGD,Protein abundance,0.1375510204081632,0.000457402708772,1/2,0.1
15,Minimal,WGD,Divergence ratio,0.4248775510204081,2.220446049250313e-16,1/2,0.1
16,Mixed,WGD,Transcription rate,0.1151632653061224,0.0055711345911135,1/2,0.1
17,Mixed,WGD,Translation rate,0.3217142857142857,2.220446049250313e-16,1/2,0.1
18,Mixed,WGD,Protein abundance,0.1158469387755102,0.0051957397373219,1/2,0.1
19,Mixed,WGD,Divergence ratio,0.1191530612244897,0.0036866543448889,1/2,0.1
20,No Cost,WGD,Transcription rate,0.1090816326530612,0.0101736576073842,1/2,0.1
21,No Cost,WGD,Translation rate,0.1468469387755102,0.0001420736829712,1/2,0.1
