Model,Mut_sigma,Mut_ratio,Mut_alpha,Mut_corr,Iter,Folder,Set,Comparison,Property,Type,Moods_stat,Moods_p-val,KS_stat,KS_p-val
Mixed,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Transcription rate,All,0.7155731942334462,0.3975998319050995,0.0441496332518337,0.484326252543487
Mixed,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Transcription rate,True duplicates,1.155693910557546,0.2823603789670296,0.0771632059209761,0.0305124686333563
Mixed,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Transcription rate,All,1.776688998290258,0.1825564245360896,0.0582122448979591,0.4189538922955655
Mixed,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Transcription rate,True duplicates,0.0,1.0,0.0856870869182857,0.0731341810995828
Mixed,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Transcription rate,All,0.0584780487804878,0.8089178202929455,0.040370731707317,0.9540949525497434
Mixed,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Transcription rate,True duplicates,2.378504641874409,0.1230152497782989,0.0899491824771646,0.1579652491896361
Mixed,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Translation rate,All,249.50333462318335,3.332096975319078e-56,0.5472312958435208,2.97601667144092e-98
Mixed,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Translation rate,True duplicates,267.01152109521547,5.084501815077327e-60,0.6026704784290383,4.4130133090469033e-119
Mixed,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Translation rate,All,123.628721496238,1.0157809396354939e-28,0.5102857142857142,4.2148967929675107e-54
Mixed,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Translation rate,True duplicates,130.7979220119856,2.741401191977076e-30,0.5649625109928467,1.53971880523499e-66
Mixed,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Translation rate,All,118.4180487804878,1.4043826406339e-27,0.6147609756097561,4.293575200341137e-56
Mixed,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Translation rate,True duplicates,126.51782445009444,2.3686470051023428e-29,0.667640940069996,5.3945664676141917e-67
Mixed,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Protein abundance,All,5.543153226818255,0.0185531238849424,0.0948625916870415,0.0033073114803692
Mixed,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Protein abundance,True duplicates,17.578104379580278,2.7574505475327353e-05,0.1613572451906732,2.4393435201281817e-08
Mixed,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Protein abundance,All,2.600656454580691,0.1068194616010537,0.0954775510204081,0.0318301805543585
Mixed,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Protein abundance,True duplicates,10.427626723723698,0.00124144166675,0.1608863180989855,1.826161348796438e-05
Mixed,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Protein abundance,All,2.345619512195122,0.125635606231492,0.1088292682926829,0.0481711596023673
Mixed,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Protein abundance,True duplicates,6.314252030899663,0.0119771259931832,0.1802721825530116,8.071963102147518e-05
Mixed,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Divergence ratio,All,40.871885030027514,1.6254277929902134e-10,0.2562435207823961,8.254449685341163e-21
Mixed,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Divergence ratio,True duplicates,25.5292784842162,4.357204575382214e-07,0.2527515616531202,6.084671845390163e-20
Mixed,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Divergence ratio,All,28.6184884789284,8.813662955522947e-08,0.2134612244897959,2.1260795880624822e-09
Mixed,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Divergence ratio,True duplicates,19.714731774540112,8.990561741611216e-06,0.20996926536052,5.067708050629198e-09
Mixed,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Divergence ratio,All,14.35311219512195,0.0001515290110589,0.3234536585365853,8.140803013699647e-15
Mixed,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Divergence ratio,True duplicates,7.982649018701825,0.0047227785114546,0.3196519703979803,2.2394204581959452e-14
No Cost,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Transcription rate,All,0.9074323856098812,0.3407966014517344,0.1128909535452322,0.0002322427788043
No Cost,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Transcription rate,True duplicates,2.9890177202691124,0.0838310057163651,0.0887229573664799,0.0080291342945709
No Cost,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Transcription rate,All,2.151546190896034,0.1424263930293032,0.1321714285714285,0.0007329978970846
No Cost,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Transcription rate,True duplicates,0.6627322440974414,0.4155970123646315,0.1021391250523403,0.0184096112019246
No Cost,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Transcription rate,All,0.0064975609756097,0.9357541413432612,0.0871317073170731,0.1815616506394891
No Cost,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Transcription rate,True duplicates,2.8857237658014405,0.0893678403589851,0.089021126607341,0.1663923088726974
No Cost,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Translation rate,All,109.44991953986111,1.2933114100551065e-25,0.3046464547677261,2.217336647916483e-29
No Cost,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Translation rate,True duplicates,130.12312190628725,3.8513250075835394e-30,0.3428555537864594,1.107624872702982e-36
No Cost,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Translation rate,All,52.36020591549055,4.619913474985112e-13,0.269069387755102,9.630348331863303e-15
No Cost,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Translation rate,True duplicates,56.89496839230661,4.5972057387451584e-14,0.3072784867738353,5.559278986028944e-19
No Cost,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Translation rate,All,68.9326243902439,1.0188536939984712e-16,0.361590243902439,1.6765468279224054e-18
No Cost,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Translation rate,True duplicates,83.55511738212833,6.196403228641948e-20,0.3991264332803899,1.9865198262237908e-22
No Cost,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Protein abundance,All,5.543153226818255,0.0185531238849424,0.1053662591687041,0.0007445018788494
No Cost,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Protein abundance,True duplicates,24.551719130196304,7.234177163121521e-07,0.1464713439144668,6.08084965575054e-07
No Cost,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Protein abundance,All,2.600656454580691,0.1068194616010537,0.1049469387755102,0.0135171928288628
No Cost,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Protein abundance,True duplicates,17.459691030344345,2.934644270727228e-05,0.1465564637987219,0.0001318542020765
No Cost,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Protein abundance,All,2.8654243902439025,0.0905018358406084,0.1136975609756097,0.034349178057656
No Cost,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Protein abundance,True duplicates,10.999776984834968,0.0009112285135833,0.1563499488696938,0.0009896592930173
No Cost,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Divergence ratio,All,28.369937342385303,1.002094253335545e-07,0.1822836185819071,1.0866763323648774e-10
No Cost,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Divergence ratio,True duplicates,9.673715578026185,0.0018692290133271,0.1758918970793192,7.888243561492947e-10
No Cost,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Divergence ratio,All,19.469230121840596,1.022333523508407e-05,0.1696489795918367,4.386568947997768e-06
No Cost,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Divergence ratio,True duplicates,7.949376179194273,0.0048103954918675,0.156154308288882,3.589039292381052e-05
No Cost,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Divergence ratio,All,12.013990243902438,0.0005280268767867,0.2474634146341463,8.743861293807325e-09
No Cost,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Divergence ratio,True duplicates,4.089744566045125,0.0431441618457744,0.2366462870694719,5.181346011907834e-08
ADS,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Transcription rate,All,0.7411731972586337,0.3892853202151197,0.0696606356968215,0.0625504909259193
ADS,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Transcription rate,True duplicates,5.1116411479268855,0.0237658290418647,0.0876655966763381,0.0089137307560393
ADS,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Transcription rate,All,3.570127978358595e-05,0.99523262439735,0.0764734693877551,0.1390896602705393
ADS,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Transcription rate,True duplicates,1.822841645775472,0.1769753998829119,0.0996242922406646,0.0227708309647496
ADS,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Transcription rate,All,1.8777951219512192,0.1705849582473677,0.0741853658536585,0.3472011587440146
ADS,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Transcription rate,True duplicates,3.454218226279065,0.0630905635485947,0.1148048991293715,0.0323677201054877
ADS,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Translation rate,All,3.3160624990920424,0.0686059595450132,0.1100312958435207,0.0003650508010048
ADS,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Translation rate,True duplicates,11.113379018684777,0.0008570719907452,0.1298030696536232,1.4399585253646245e-05
ADS,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Translation rate,All,0.654990890242036,0.4183339373482651,0.0742857142857142,0.1613949052772467
ADS,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Translation rate,True duplicates,2.203728233140721,0.1376773961245465,0.094098036794666,0.0368023550396406
ADS,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Translation rate,All,6.244156097560976,0.01246037364331,0.1807609756097561,7.137922546235863e-05
ADS,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Translation rate,True duplicates,12.07343950924384,0.000511452552075,0.1984684950566013,9.199093997443936e-06
ADS,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Protein abundance,All,5.543153226818255,0.0185531238849424,0.0866474327628361,0.0095195604654584
ADS,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Protein abundance,True duplicates,15.81924360890408,6.969011141023782e-05,0.1349402911585269,5.539800070805611e-06
ADS,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Protein abundance,All,2.600656454580691,0.1068194616010537,0.0866775510204081,0.0656145494885142
ADS,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Protein abundance,True duplicates,10.441289683691789,0.001232291960956,0.1343269892226553,0.0005992735504618
ADS,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Protein abundance,All,2.8654243902439025,0.0905018358406084,0.1050243902439024,0.0620987571623722
ADS,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Protein abundance,True duplicates,6.275054282522081,0.0122449369887025,0.158125513839408,0.0008190232621154
ADS,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Divergence ratio,All,5.623926412266374e-05,0.9940164929720056,0.0400488997555012,0.609200749477829
ADS,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Divergence ratio,True duplicates,1.4116155016785186,0.2347883958294917,0.0622119426135799,0.1293822893555529
ADS,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Divergence ratio,All,3.570127978358595e-05,0.99523262439735,0.0633795918367347,0.3170088819119261
ADS,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Divergence ratio,True duplicates,1.822841645775472,0.1769753998829119,0.0863175347926551,0.069049362601268
ADS,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Divergence ratio,All,0.0,1.0,0.0980487804878048,0.0966332011801995
ADS,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Divergence ratio,True duplicates,0.0065297130931551,0.9355957272618312,0.0851972089297384,0.2035988562627037
Minimal,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Transcription rate,All,0.9362323890132171,0.3332486620276223,0.0521545232273838,0.2833381662585691
Minimal,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Transcription rate,True duplicates,5.573409564622459,0.0182352193483758,0.0853327251801918,0.0118645277979018
Minimal,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Transcription rate,All,3.570127978358595e-05,0.99523262439735,0.0629224489795918,0.3252816740309043
Minimal,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Transcription rate,True duplicates,2.185488512107663,0.1393168545300386,0.0932135110009296,0.0397268337024742
Minimal,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Transcription rate,All,1.8777951219512192,0.1705849582473677,0.078380487804878,0.2848956759017523
Minimal,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Transcription rate,True duplicates,3.4750968440169525,0.0622990753734305,0.1201232739008518,0.0219802170127549
Minimal,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Translation rate,All,7.1525265221347025,0.0074858459536254,0.1303061124694376,1.1492707270145224e-05
Minimal,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Translation rate,True duplicates,12.540171520400532,0.0003982957391548,0.1508902195185336,2.26951217328645e-07
Minimal,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Translation rate,All,0.8896358193417839,0.3455760164769907,0.0921959183673469,0.0420280711787637
Minimal,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Translation rate,True duplicates,3.052459161538802,0.0806149928543727,0.1145247686927265,0.0054680412946764
Minimal,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Translation rate,All,8.895160975609755,0.0028592739649769,0.2007609756097561,6.4975472136515565e-06
Minimal,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Translation rate,True duplicates,14.46867570685194,0.0001425097876202,0.2197952489286281,5.641320430108521e-07
Minimal,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Protein abundance,All,5.543153226818255,0.0185531238849424,0.079842542787286,0.0212542529426996
Minimal,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Protein abundance,True duplicates,15.764458045388732,7.17375849928532e-05,0.1291865774944444,1.6214249629076447e-05
Minimal,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Protein abundance,All,2.600656454580691,0.1068194616010537,0.0822775510204081,0.0917712772893266
Minimal,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Protein abundance,True duplicates,10.40364779317367,0.0012576662380984,0.1316215857275665,0.0008292648581979
Minimal,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Protein abundance,All,2.8654243902439025,0.0905018358406084,0.0911024390243902,0.1455973484060704
Minimal,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Protein abundance,True duplicates,6.303603736245144,0.0120492777276193,0.1482619967197502,0.0021022262480209
